Schedule Name,Start Date,End Date,Monday Start,Monday End,Monday Window,Tuesday Start,Tuesday End,Tuesday Window,Wednesday Start,Wednesday End ,Wednesday Window,Thursday Start,Thursday End,Thursday Window,Friday Start ,Friday End,Friday Window,Saturday Start,Saturday End,Saturday Window,Sunday Start,Sunday End,Sunday Window
regular sched,12/31/1999,1/1/2001,5,18,1,5,18,1,5,18,1,5,18,1,5,18,1,0,0,1,0,0,1

